지표연도,학교명,설립구분,지역,학부 정원내 재학생수,학부 정원내외 재학생수,학부 및 대학원 재학생수,학부 및 대학원 재학생수,학부 및 대학원 재학생수,전임교원수(명),교원법정정원(명),전임교원 확보율,시설면적(㎡),기준면적(㎡),교사 확보율,정원내 입학자수(명),정원내 모집인원(명),정원내 신입생 충원율,정원내 재학생수(명),학생정원-학생모집정지인원(명),정원내 재학생 충원율,총교육비(천원),등록금(천원),교육비 환원율,장학금(천원),등록금(천원),장학금 비율,등록금(천원),운영수입(세입총액)(천원),[1.2.1] 세입 중 등록금 비율,기부금(천원),운영수입(세입총액)(천원),[1.2.1] 세입 중 기부금 비율,법인전입금(천원),운영수입(천원),[1.2.1] 세입 중 법인전입금 비율(사립대),강사료 계(원),강의시간수 계(시간),[3.1.2] 시간강사 강의료,교내연구비(천원),전임교원수(명),[3.1.3] 전임교원 1인당 교내연구비,학부 및 대학원 재학생수,직원수(명),[3.2.1] 직원 1인당 학생수,수용인원(명),재학생수(명),[4.1.2] 기숙사 수용률,자료구입비(원),학생수(명),[4.1.3] 재학생 1인당 연간 자료구입비(결산),도서관직원수(명),학부 및 대학원 재학생수,"[4.1.3] 재학생 1,000명당 도서관 직원수",등재(후보)지 논문 건수(건),전임교원수(명),[5.1.1] 전임교원 1인당 등재(후보)지 논문 실적,SCI급 논문 건수(건),전임교원수(명),[5.1.1] 전임교원 1인당 SCI급 논문 실적,저역서수(건),전임교원수(명),[5.1.1] 전임교원 1인당 저역서 실적,교외연구비(천원),전임교원수(명),[5.1.1] 전임교원 1인당 교외연구비,[5.1.1] 연구성과 기준값 대비 실적,취업자(명),졸업자(명),[5.1.2] 졸업생의 취업률
2018,한경대학교,국립,경기,5011,5954,6428,6428,6428,188,315,59.68253,125672,77650,161.84417,1207,1214,99.42339,5011,4887,102.53734,49873734.08,21811737,228.65548,4434156,20079030,22.08351,21811737,67835638,32.1538,334475,67835638,0.49306,,,,1437718500,20925,68708.17204,201000,188,1069.14893,6428,139,46.2446,1354,6187,21.88459,341672780,6344,53857.6261,6.6,6428,1.02675,89.2115,188,0.47452,61.2223,188,0.32565,7.1166,188,0.03785,6619408,188,35209.61702,11.93054,783,1222,64.07528
2018,한국교통대학교,국립,충북,7689,8356,8962,8962,8962,333,438,76.02739,206925,135920,152.24028,1905,1918,99.32221,7689,7929,96.97313,119764996.5,36098167,331.77583,6996618,33392568,20.95262,36098167,106741939,33.81816,1094462,106741939,1.02533,,,,1432796600,20791,68914.27059,3348530,333,10055.64564,8962,256,35.00781,2198,8652,25.40453,887345768,9003,98561.12051,12.3,8962,1.37246,205.4732,333,0.61703,102.2518,333,0.30706,19.1456,333,0.05749,21162883,333,63552.2012,15.08077,1215,1889,64.31974
2018,한국국제대학교,사립,경남,2718,2905,2905,2905,2905,115,155,74.19354,79829,47388,168.45825,598,738,81.02981,2718,3260,83.37423,26146074.45,19471264,134.28031,3048706,19429924,15.69077,19471264,29475067,66.06011,257760,29475067,0.8745,0,29475067,0,216337500,5850,36980.76923,115000,115,1000,2905,62,46.85483,1696,2881,58.86844,184795980,3362,54966.08566,4.4,2905,1.51462,76.7138,115,0.66707,3.7101,115,0.03226,21.2277,115,0.18458,307162,115,2670.97391,5.45524,524,800,65.5
2018,한국기술교육대학교,사립,충남,3786,4401,4870,4870,4870,179,226,79.20353,162850,69784,233.36294,836,836,100,3786,3438,110.12216,160603879.1,21436540,749.20616,6297163,18262592,34.48121,21436540,145539163,14.72905,406774,145539163,0.27949,94912740,145539163,65.21457,773837000,10274,75319.93381,2065010,179,11536.36871,4870,398,12.23618,3022,4350,69.47126,1021899514,4919,207745.3779,8,4870,1.64271,74.4594,179,0.41597,45.4582,179,0.25395,12.475,179,0.06969,27980055,179,156313.1564,22.89455,668,833,80.19207
2018,한국산업기술대학교,사립,경기,5475,7010,7385,7385,7385,279,324,86.11111,146439,109460,133.78311,1380,1382,99.85528,5475,5520,99.18478,105146875.9,60088965,174.98533,12059139,56594530,21.30795,60088965,94292955,63.72582,1138051,94292955,1.20693,1948560,94292955,2.06649,545190000,10080,54086.30952,339200,279,1215.7706,7385,159,46.44654,2430,6260,38.81789,571291391,7746,73753.0843,8.2,7385,1.11035,44.9535,279,0.16112,60.5272,279,0.21694,21.4718,279,0.07695,19683193,279,70549.07885,12.95355,1166,1594,73.1493
2018,한국성서대학교,사립,서울,979,1109,1291,1291,1291,44,60,73.33333,22505,13376,168.2491,223,223,100,979,943,103.8176,13362816,8658731,154.32764,1474000,7224565,20.40261,8658731,16163923,53.56825,427544,16163923,2.64505,395000,16163923,2.44371,102520000,1864,55000,77685,44,1765.56818,1291,63,20.49206,172,1140,15.08771,107478245,1256,85571.85111,2.8,1291,2.16886,32.2004,44,0.73182,2.4596,44,0.0559,5.6833,44,0.12916,192201,44,4368.20454,5.49098,146,190,76.8421
2018,한국외국어대학교,사립,서울,14665,17345,19919,19919,19919,697,882,79.02494,285808,198543,143.95269,3380,3407,99.20751,14665,13508,108.56529,219748227.5,144842793,151.71498,20314425,117571666,17.27833,144842793,213803660,67.7457,5207771,213803660,2.43577,1168596,213803660,0.54657,3527068800,72832,48427.46045,4354778,697,6247.88809,19919,338,58.93195,3052,18994,16.06823,2488699413,19512,127547.1204,21.6,19919,1.08439,564.8606,697,0.81041,163.6093,697,0.23473,105.415,697,0.15124,20071991,697,28797.69153,18.8749,2104,3499,60.13146
2018,한국체육대학교,국립,서울,2417,2541,3122,3122,3122,114,166,68.67469,79911,46132,173.22249,547,549,99.6357,2417,2315,104.40604,33897662.53,13069505,259.36454,2533901,9676684,26.18563,13069505,51501899,25.37674,372250,51501899,0.72278,,,,573966000,7215,79551.76715,325000,114,2850.87719,3122,142,21.98591,960,2758,34.80783,234990635,3128,75124.88331,4.8,3122,1.53747,90.683,114,0.79546,6.5651,114,0.05758,8.9999,114,0.07894,2176880,114,19095.43859,12.94828,315,476,66.17647
2018,한국항공대학교,사립,경기,3505,3974,4479,4479,4479,172,225,76.44444,70907,68018,104.2474,819,821,99.75639,3505,3432,102.12703,92179194.4,40714735,226.40254,7491532,34961439,21.42798,40714735,66306531,61.4038,1477467,66306531,2.22823,2766650,66306531,4.17251,301503000,4950,60909.69696,634000,172,3686.04651,4479,227,19.73127,756,4272,17.69662,364616859,4602,79230.0867,5.8,4479,1.29493,77.5447,172,0.45084,56.8661,172,0.33061,7.0192,172,0.0408,16255436,172,94508.34883,17.93428,620,907,68.35722
2018,한국해양대학교,국립,부산,5877,6700,7596,7596,7596,272,355,76.61971,161414,117880,136.93077,1439,1439,100,5877,5782,101.64303,109710667.3,25356762,432.66828,4292478,21958104,19.54849,25356762,111815109,22.6774,2417398,111815109,2.16196,,,,838932000,10041,83550.64236,531000,272,1952.20588,7596,291,26.10309,2941,7034,41.8112,643888260,7615,84555.2541,12,7596,1.57977,169.5121,272,0.6232,60.7674,272,0.2234,32.2489,272,0.11856,19600441,272,72060.44485,15.14856,1034,1503,68.79574
2018,한남대학교,사립,대전,11053,11953,13031,13031,13031,423,600,70.5,191024,173036,110.39552,2682,2685,99.88826,11053,10975,100.7107,140336750.4,89950789,156.01502,15662775,81512550,19.21516,89950789,136279545,66.00461,1011713,136279545,0.74238,603295,136279545,0.44268,1204596000,21565.5,55857.55025,988351,423,2336.52718,13031,219,59.50228,1690,12470,13.55252,1034584357,12701,81456.92126,15.3,13031,1.17412,248.0917,423,0.5865,97.052,423,0.22943,28.2263,423,0.06672,12444086,423,29418.64302,10.1596,1496,2451,61.03631
2018,한동대학교,사립,경북,3535,3946,4343,4343,4343,151,203,74.38423,105073,51582,203.7009,730,731,99.8632,3535,2945,120.03395,63875739.95,31607668,202.08937,4657485,25808468,18.04634,31607668,64742336,48.8207,4498858,64742336,6.94886,2015000,64742336,3.11233,295280000,4896,60310.45751,82500,151,546.35761,4343,140,31.02142,3286,4239,77.51828,276211977,4420,62491.39751,4.6,4343,1.05917,50.0371,151,0.33137,22.7754,151,0.15083,10.6094,151,0.07026,6232917,151,41277.59602,9.09487,428,682,62.75659
2018,한라대학교,사립,강원,3569,3807,3845,3845,3845,125,177,70.62146,75393,59760,126.15963,892,896,99.55357,3569,3700,96.45945,35166386.27,23789958,147.82029,5199025,23470622,22.1512,23789958,38742305,61.40563,247359,38742305,0.63847,2019000,38742305,5.21135,489363000,8094,60459.97034,127990,125,1023.92,3845,83,46.3253,626,3786,16.5346,205867414,3973,51816.61565,4.7,3845,1.22236,57.9929,125,0.46394,0.5611,125,0.00448,7.5929,125,0.06074,1306109,125,10448.87199,3.32797,511,808,63.24257
2018,한려대학교,사립,전남,453,503,553,553,553,53,79,67.0886,35482,22104,160.52298,92,333,27.62762,453,1444,31.37119,5835839.25,4108780,142.03338,398642,3804518,10.47812,4108780,5626506,73.02542,3135,5626506,0.05571,0,5626506,0,16740000,372,45000,0,53,0,553,13,42.53846,268,509,52.65225,6772000,605,11193.38842,1,553,1.80831,5.2667,53,0.09937,1.5393,53,0.02904,1.5,53,0.0283,0,53,0,1.26909,114,165,69.0909
2018,한림대학교,사립,강원,7134,7861,8451,8451,8451,303,371,81.67115,171765,114220,150.38084,1711,1716,99.70862,7134,7125,100.12631,174440284.2,63623038,274.17786,11412438,56526329,20.18959,63623038,151837398,41.90208,3538784,151837398,2.33064,44597720,151837398,29.37202,598243500,11052.6,54126.9475,2589329,781,3315.40204,8451,203,41.63054,2748,8259,33.27279,1222726880,8770,139421.5371,10.6,8451,1.25428,199.8847,781,0.25593,353.8723,781,0.4531,29.3108,781,0.03752,28366526,781,36320.77592,13.96148,1072,1697,63.1703
2018,한밭대학교,국립,대전,7526,8697,9231,9231,9231,270,439,61.50341,172660,111746,154.51112,1852,1855,99.83827,7526,7496,100.40021,106763186.3,36688664,290.99774,6800820,34111631,19.93695,36688664,111536200,32.89395,1543687,111536200,1.38402,,,,1732701000,21570,80329.20723,608000,270,2251.85185,9231,187,49.36363,1172,8768,13.36678,825213018,8927,92440.12747,10.8,9231,1.16997,157.9667,270,0.58506,93.3293,270,0.34566,15.4665,270,0.05728,18341666,270,67932.09629,16.19642,1059,1688,62.73696
2018,한서대학교,사립,충남,6367,7109,7680,7680,7680,273,381,71.65354,141717,113278,125.10549,1590,1595,99.68652,6367,6463,98.51462,90535109.41,59156888,153.04238,11803293,54388331,21.70188,59156888,96661987,61.19974,1046686,96661987,1.08283,400000,96661987,0.41381,588384000,11131.8,52856.14186,550968,273,2018.1978,7680,159,48.30188,2174,7533,28.85968,480299453,7780,61735.1482,7.7,7680,1.0026,90.0758,273,0.32994,61.5418,273,0.22542,13.9666,273,0.05115,9340865,273,34215.62271,9.60368,1083,1615,67.05882
2018,한성대학교,사립,서울,5903,6482,7380,7380,7380,256,342,74.8538,73919,63204,116.95304,1456,1461,99.65776,5903,5935,99.46082,83524709.6,54076098,154.45772,9894303,46867333,21.11129,54076098,84580692,63.93432,1607799,84580692,1.9009,902452,84580692,1.06697,540470200,10462.6,51657.35094,887230,256,3465.74218,7380,161,45.8385,426,6671,6.38584,856645796,7180,119309.9994,10.3,7380,1.39566,130.9987,256,0.51171,28.4873,256,0.11127,15.5167,256,0.06061,4195991,256,16390.58984,6.19255,909,1453,62.56022
2018,한세대학교,사립,경기,2489,2760,3608,3608,3608,132,171,77.19298,51954.37,39261,132.33073,570,571,99.82486,2489,2336,106.54965,35719466,26929633,132.64,4209658,20020399,21.02684,26929633,39060491,68.9434,442656,39060491,1.13325,1170550,39060491,2.99676,540992600,10338.8,52326.4402,66500,133,500,3608,75,48.10666,397,2996,13.251,223698144,3682,60754.52036,4.6,3608,1.27494,106.0047,133,0.79702,3.2,133,0.02406,15.5166,133,0.11666,468181,133,3520.15789,5.70396,344,496,69.35483
2018,한신대학교,사립,경기,4752,5146,5509,5509,5509,175,243,72.01646,79298,73042,108.56493,1175,1177,99.83007,4752,4741,100.23201,48748334.5,36583285,133.25302,6184388,32867401,18.81617,36583285,56419967,64.84102,2473099,56419967,4.38337,777035,56419967,1.37723,570937500,11250,50750,181939,175,1039.65142,5509,122,45.15573,998,5380,18.55018,298172160,5511,54104.91017,7.8,5509,1.41586,113.386,175,0.64791,13.0665,175,0.07466,22.9894,175,0.13136,1560735,175,8918.48571,6.11304,608,1019,59.66633
2018,한양대학교,사립,서울,12269,15833,22643,22643,22643,820,1158,70.81174,452113,273408,165.36202,2808,2816,99.7159,12269,11647,105.34043,673609222.6,311528187,216.22737,41797409,202233021,20.66794,311528187,484755541,64.265,17033517,484755541,3.51383,9713786,484755541,2.00385,923835000,16756.6,55132.60446,14191843,1042,13619.81094,22643,641,35.32449,2402,19699,12.19351,4899032906,22418,218531.2207,21.2,22643,0.93627,490.342,1042,0.47057,764.1595,1042,0.73335,94.0399,1042,0.09024,166886695,1042,160159.976,33.31695,2021,2905,69.5697
2018,한양대학교(ERICA),사립,경기,7723,8856,10087,10087,10087,386,493,78.29614,258829,148044,174.83248,1817,1826,99.50711,7723,7534,102.50862,,,,,,,,,,,,,,,,567160000,10560,53708.33333,3704031,386,9595.93523,10087,265,38.06415,2744,9810,27.97145,2178652473,10255,212447.8277,10.4,10087,1.03103,192.3883,386,0.49841,238.6135,386,0.61816,20.0332,386,0.05189,53600956,386,138862.5803,28.41511,1402,2114,66.31977
2018,한일장신대학교,사립,전북,764,870,1178,1178,1178,45,64,70.3125,28562,15558,183.584,213,220,96.81818,764,926,82.50539,9699245,6759575,143.48897,878299,5060750,17.35511,6759575,11508494,58.73553,559142,11508494,4.85851,550712,11508494,4.78526,103320000,2295,45019.60784,32832,45,729.6,1178,27,43.62962,231,1096,21.07664,66999069,1162,57658.40705,2,1178,1.69779,22.3125,45,0.49583,0.925,45,0.02055,11.8096,45,0.26243,92368,45,2052.62222,6.19205,59,104,56.73076
2018,협성대학교,사립,경기,3893,4333,4732,4732,4732,158,216,73.14814,74011,64848,114.12996,1004,1008,99.60317,3893,4164,93.49183,45842472.33,32585059,140.68555,6698826,29830976,22.45593,32585059,49002122,66.49724,704550,49002122,1.43779,1350000,49002122,2.75498,531540000,9225,57619.51219,149716,158,947.56962,4732,76,62.26315,435,4489,9.69035,246857311,4691,52623.60072,4.1,4732,0.86644,98.3,158,0.62215,7.1026,158,0.04495,17.8722,158,0.11311,1691811,158,10707.66455,8.74734,578,916,63.10043
2018,호남대학교,사립,광주,6306,7179,7914,7914,7914,268,380,70.52631,131528,108062,121.71531,1562,1564,99.87212,6306,6248,100.92829,73510007.3,48971665,150.10722,8315184,43949598,18.91981,48971665,79931702,61.26688,400787,79931702,0.50141,188000,79931702,0.2352,205530000,3600,57091.66666,465400,268,1736.56716,7914,122,64.86885,1565,7526,20.79457,448410796,7867,56998.95716,8.5,7914,1.07404,117.5416,268,0.43858,7.8433,268,0.02926,14.6668,268,0.05472,7262505,268,27098.89925,5.33013,1046,1512,69.17989
2018,호남신학대학교,사립,광주,529,533,951,951,951,37,60,61.66666,24152,13732,175.88115,147,153,96.07843,529,636,83.1761,6870703.5,5666507,121.25112,442914,3235350,13.68983,5666507,9273089,61.107,735018,9273089,7.92635,560562,9273089,6.04504,13770000,285,48315.78947,35970,37,972.16216,951,19,50.05263,324,870,37.24137,59993542,946,63418.1205,1.8,951,1.89274,10.25,37,0.27702,0,37,0,3.1,37,0.08378,20625,37,557.43243,2.26713,18,57,31.57894
2018,호서대학교,사립,충남,10779,11791,13087,13087,13087,458,647,70.78825,237704,211699,112.28395,2881,2891,99.65409,10779,11704,92.09671,145815339.5,101313212,143.92529,17889124,90872992,19.68585,101313212,147022984,68.90977,887077,147022984,0.60335,1133200,147022984,0.77076,1418452000,25052,56620.30975,541000,458,1181.2227,13087,199,65.76381,2592,12766,20.30393,987070576,13145,75090.9529,19.6,13087,1.49766,288.0545,458,0.62893,49.6834,458,0.10847,33.2961,458,0.07269,14917465,458,32570.88427,8.26219,1891,2719,69.54762
2018,호원대학교,사립,전북,4525,5592,5592,5592,5592,163,265,61.50943,105779,73220,144.46735,1105,1111,99.45994,4525,5022,90.10354,48301220.02,36762433,131.38744,8774175,36649759,23.9406,36762433,53645277,68.52874,903369,53645277,1.68396,1240000,53645277,2.31148,538430000,10747,50100.49316,158000,163,969.32515,5592,86,65.02325,2294,5592,41.02288,309999014,5739,54016.20735,5.8,5592,1.03719,116.4824,163,0.71461,11.9,163,0.073,14.9833,163,0.09192,1360563,163,8347.01226,5.64975,908,1198,75.79298
2018,홍익대학교,사립,서울,15516,18095,21699,21699,21699,752,1091,68.92758,412145,298178,138.22112,3666,3715,98.68102,15516,15406,100.714,239592215.2,189996632,126.1034,41193520,149098403,27.62841,189996632,258515726,73.49519,4122245,258515726,1.59458,940000,258515726,0.36361,623250000,11400,54671.05263,6725202,752,8943.08776,21699,453,47.90066,3149,19813,15.8936,2856606291,21598,132262.5378,27.2,21699,1.25351,364.6511,752,0.4849,206.6839,752,0.27484,26.5135,752,0.03525,27214876,752,36189.99468,11.00504,2537,3943,64.34187
2017,가야대학교,사립,경남,2358,2572,2684,2684,2684,95,136,69.85294,43135,38032,113.41764,606,637,95.13343,2358,2570,91.75097,23532159.4,17718799,132.80899,3214621,16831813,19.09848,17718799,27110218,65.35837,95316,27110218,0.35158,150000,27110218,0.55329,284505000,5775,49264.93506,106000,95,1115.78947,2684,71,37.80281,672,2584,26.00619,154314450,2718,56775,3.6,2684,1.34128,56.6968,95,0.5968,5,95,0.05263,8.7417,95,0.09201,10000,95,105.26315,4.08286,421,563,74.77797
2017,가천대학교,사립,경기,16104,18309,20422,20422,20422,660,949,69.54689,365014,253935,143.74308,3758,3763,99.86712,16104,15620,103.09859,240068768,166562808,144.13107,30375544,142788734,21.27306,166562808,238426940,69.85905,2297947,238426940,0.96379,16782526,238426940,7.03885,1711956800,34398.4,49768.50086,791000,870,909.1954,20422,332,61.51204,2218,19452,11.40242,1824729443,20737,87993.89704,21.5,20422,1.05278,358.1156,870,0.41162,350.0252,870,0.40232,15.179,870,0.01744,34351390,870,39484.35632,13.42031,2675,3929,68.08348
2017,가톨릭관동대학교,사립,강원,7743,8341,8750,8750,8750,379,432,87.73148,142314,138100,103.05141,2098,2126,98.68297,7743,8873,87.26473,96659003.09,63538094,152.12764,8946237,59957021,14.92108,63538094,102174490,62.18586,2150961,102174490,2.10518,500000,102174490,0.48935,196167400,3761.3,52154.14883,955400,508,1880.70866,8750,174,50.28735,2970,8518,34.86733,825830201,9332,88494.44931,9.5,8750,1.08571,178.1245,508,0.35063,72.7248,508,0.14315,27.712,508,0.05455,8913289,508,17545.84448,6.39889,1126,1896,59.38818
2017,가톨릭대학교,사립,경기,7024,7829,10529,10529,10529,366,465,78.70967,205763,131357,156.6441,1644,1674,98.20788,7024,6970,100.77474,236919343.6,89580438,264.47665,11364996,54523251,20.84431,89580438,188185650,47.60216,6030018,188185650,3.20429,24921907,188185650,13.24325,1057637350,21041.9,50263.39589,5732499,1155,4963.20259,10529,503,20.9324,1348,9306,14.48527,4061743642,10881,373287.7164,26.7,10529,2.53585,290.7007,1155,0.25168,654.3594,1155,0.56654,43.6502,1155,0.03779,89155600,1155,77190.99567,20.309,971,1590,61.06918
2017,감리교신학대학교,사립,서울,792,835,1535,1535,1535,26,76,34.21052,24787,15744,157.43775,191,206,92.71844,792,800,99,11531342,9868901,116.84524,771811,5089189,15.16569,9868901,14066097,70.1609,544869,14066097,3.87363,526140,14066097,3.74048,133740000,3262.5,40993.10344,0,26,0,1535,34,45.14705,300,1403,21.38275,168106423,1576,106666.5121,3,1535,1.95439,16,26,0.61538,0,26,0,8,26,0.30769,35000,26,1346.15384,6.82692,0,0,0
2017,강남대학교,사립,경기,6077,6719,7101,7101,7101,241,312,77.24358,93109,80644,115.45682,1510,1525,99.01639,6077,6279,96.78292,78397172.67,54024227,145.11484,11419835,49821230,22.92162,54024227,75629395,71.43284,1735843,75629395,2.29519,650000,75629395,0.85945,519281800,9967.7,52096.45153,296360,241,1229.70954,7101,117,60.6923,934,6931,13.47568,778234591,7325,106243.6302,9.1,7101,1.2815,123.9786,241,0.51443,14.7659,241,0.06126,21.8637,241,0.09072,1928265,241,8001.09958,6.76637,1069,1671,63.97366
2017,강릉원주대학교,국립,강원,7317,7870,8506,8506,8506,335,414,80.91787,232446,128365,181.08207,1839,1845,99.67479,7317,7795,93.86786,109357550.3,36921602,296.18853,6051667,33839157,17.88362,36921602,102682796,35.95695,574450,102682796,0.55944,,,,1166901400,16630,70168.4546,247500,381,649.60629,8506,310,27.4387,2817,8263,34.09173,587565980,8685,67652.96257,15.4,8506,1.81048,240.096,381,0.63017,77.58,381,0.20362,64.0383,381,0.16807,15144490,381,39749.31758,12.249,971,1625,59.75384
2017,강원대학교,국립,강원,18581,20168,22949,22949,22949,852,1122,75.93582,506105,355664,142.29863,4485,4512,99.40159,18581,19383,95.86235,310154572.5,99222681,312.58435,16853452,83340793,20.22233,99222681,265701962,37.3436,7984438,265701962,3.00503,,,,4286815800,61374.7,69846.62735,3520410,1003,3509.88035,22949,681,33.69897,6605,22205,29.74555,2973599950,23947,124174.216,31.7,22949,1.38132,598.583,1003,0.59679,493.9913,1003,0.49251,89.0175,1003,0.08875,59279311,1003,59102.00498,18.73347,2610,4329,60.29106
2017,건국대학교,사립,서울,12918,15552,20027,20027,20027,671,953,70.40923,322832,240706,134.1188,3001,3014,99.56867,12918,12138,106.42609,436926749.4,237078467,184.29626,24599212,121942687,20.17276,237078467,379474966,62.47539,6120130,379474966,1.61278,8683692,379474966,2.28834,1654075840,33182.4,49847.98688,6060574,702,8633.29629,20027,451,44.40576,3309,17844,18.54404,2827349920,20069,140881.455,25.5,20027,1.27328,451.5894,702,0.64328,457.0367,702,0.65104,38.5342,702,0.05489,62800253,702,89459.04985,24.58903,2005,3248,61.73029
2017,건국대학교(글로컬),사립,충북,6808,7721,8057,8057,8057,288,374,77.00534,142505,108944,130.80573,1577,1589,99.2448,6808,6864,99.18414,,,,13447348,61434967,21.88875,,,,,,,,,,559651200,10016,55875.71884,1361500,483,2818.84057,8057,158,50.99367,2332,8119,28.72274,999925788,8594,116351.616,11.3,8057,1.4025,201.6092,483,0.41741,205.3335,483,0.42512,37.1844,483,0.07698,19380010,483,40124.2443,14.80725,1228,1913,64.19236
2017,건양대학교,사립,충남,7092,7786,8346,8346,8346,275,378,72.75132,194343,118015,164.67652,1711,1715,99.76676,7092,7223,98.18634,107358901.7,57348592,187.20407,10903396,52666511,20.70271,57348592,117220003,48.92389,2865023,117220003,2.44414,3784899,117220003,3.22888,235332000,4306.5,54645.76802,212000,396,535.35353,8346,168,49.67857,2732,8060,33.89578,552134911,8593,64254.03363,8.8,8346,1.05439,127.8151,396,0.32276,56.7234,396,0.14324,27.7194,396,0.06999,10327147,396,26078.65404,7.39484,1380,1720,80.23255
2017,경기대학교,사립,경기,12065,13979,16084,16084,16084,513,753,68.12749,212923,197263,107.93864,2931,2935,99.86371,12065,12092,99.77671,161599926,120997908,133.55596,21021108,100919176,20.82964,120997908,177810679,68.04872,4664928,177810679,2.62353,700000,177810679,0.39367,913533000,17367,52601.65831,1082817,513,2110.75438,16084,244,65.91803,2272,15089,15.05732,898899681,16377,54887.93313,12.8,16084,0.79582,358.3032,513,0.69844,135.5845,513,0.26429,32.2496,513,0.06286,15751275,513,30704.23976,11.24999,1985,3179,62.44101
2017,경남과학기술대학교,국립,경남,4689,5041,5346,5346,5346,181,269,67.28624,110487,76664,144.11849,1210,1215,99.58847,4689,5146,91.11931,45641999.49,20042145,227.73011,3541380,18682065,18.95604,20042145,57083010,35.11052,49735,57083010,0.08712,,,,1511568000,24465,61784.91722,150000,181,828.72928,5346,118,45.30508,950,5196,18.28329,419859320,5606,74894.63432,6.6,5346,1.23456,115.7317,181,0.6394,27.253,181,0.15056,26.4318,181,0.14603,8620610,181,47627.67955,11.68718,737,1143,64.47944
2017,경남대학교,사립,경남,11176,11967,13068,13068,13068,456,637,71.58555,197787,190214,103.9813,2904,2957,98.20764,11176,12100,92.36363,116573262.9,84654987,137.70395,15550043,76428248,20.34593,84654987,121764225,69.52369,2346889,121764225,1.9274,1000000,121764225,0.82125,894306400,17198.2,52000,569381,456,1248.64254,13068,218,59.94495,1634,12335,13.24685,967985212,13489,71761.08028,14.1,13068,1.07897,277.9613,456,0.60956,62.1075,456,0.1362,41.8902,456,0.09186,11059841,456,24254.03728,8.20337,1792,2946,60.82824
2017,경동대학교,사립,강원,6831,7729,7729,7729,7729,246,352,69.88636,174770,110752,157.80301,1742,1751,99.486,6831,7178,95.16578,48672849.36,50426301,96.52274,10334914,50385921,20.51151,50426301,70608553,71.4167,461175,70608553,0.65314,1238833,70608553,1.7545,478125000,9375,51000,318105,246,1293.10975,7729,111,69.63063,2985,7540,39.58885,402287470,7203,55849.98889,7.8,7729,1.00918,90.1605,246,0.3665,31.8065,246,0.12929,41.3118,246,0.16793,708048,246,2878.2439,6.31993,688,869,79.17146
2017,경북대학교,국립,대구,20803,23096,29278,29278,29278,941,1403,67.07056,613586,382832,160.27552,4551,4580,99.36681,20803,19401,107.22643,441598131.2,135907070,324.92653,19230902,93701782,20.52351,135907070,344536721,39.44632,5207062,344536721,1.51132,,,,4059067600,55508.6,73125.02206,14633725,1270,11522.61811,29278,754,38.83023,5902,27194,21.70331,5316049040,30296,175470.3274,56.3,29278,1.92294,755.5341,1270,0.5949,745.3994,1270,0.58692,85.4828,1270,0.0673,135351082,1270,106575.6551,25.05743,2531,4498,56.26945
2017,경상대학교,국립,경남,13003,14202,16714,16714,16714,619,777,79.66537,397507,229628,173.10911,3009,3011,99.93357,13003,12803,101.56213,242997186.2,66967432,362.85874,10457361,53676433,19.48222,66967432,213506255,31.36555,4066863,213506255,1.90479,,,,2007642000,25613.7,78381.56923,3028710,811,3734.5376,16714,448,37.30803,4753,15693,30.28738,2642363000,17261,153082.8457,29.4,16714,1.759,461.2094,811,0.56869,376.1271,811,0.46378,75.7939,811,0.09345,54372188,811,67043.3884,18.93991,1623,3101,52.33795
2017,경성대학교,사립,부산,11201,12286,12966,12966,12966,451,597,75.54438,198555,183458,108.22913,2740,2749,99.6726,11201,11684,95.86614,110036528.2,84295053,130.53734,14858476,78340132,18.96662,84295053,124266897,67.83387,818249,124266897,0.65846,214698,124266897,0.17277,1030056000,19926,51694.06805,520535,451,1154.1796,12966,236,54.94067,1421,12578,11.2975,1058349755,13468,78582.54789,13.2,12966,1.01804,189.5567,451,0.4203,34.6904,451,0.07691,38.1192,451,0.08452,8754929,451,19412.25942,5.88791,1788,2845,62.8471
2017,경운대학교,사립,경북,4496,4753,4877,4877,4877,210,247,85.02024,103438,82004,126.13774,1184,1184,100,4496,4926,91.2708,52628331.42,36836776,142.86899,8697521,35819393,24.28159,36836776,68597235,53.70008,228283,68597235,0.33278,180000,68597235,0.2624,615018000,12239,50250.67407,236550,210,1126.42857,4877,116,42.0431,1518,4816,31.51993,276387842,5066,54557.41058,5.1,4877,1.04572,73.7162,210,0.35102,6.5651,210,0.03126,21.4065,210,0.10193,1663446,210,7921.17142,3.87653,972,1267,76.71665
2017,경일대학교,사립,경북,6544,7014,7216,7216,7216,254,342,74.269,130299,115634,112.68225,1583,1584,99.93686,6544,6649,98.42081,72166618.85,47462066,152.05115,8729235,45530531,19.17226,47462066,74475290,63.7286,1714040,74475290,2.30148,102000,74475290,0.13695,419700000,8248.5,50881.97854,263595,254,1037.77559,7216,156,46.25641,1516,7149,21.20576,404893950,7373,54915.76698,8,7216,1.10864,90.9875,254,0.35821,40.7951,254,0.16061,21.0862,254,0.08301,4343630,254,17100.90551,7.13173,839,1218,68.88341
